name,price_correspondance,collection,price
"BARBECUE SAUCE, MASTERFOODS, 500ML",'/products/barbecue-sauce-masterfoods-500ml',sauce,$3.50
"GARLIC SAUCE, TOOBA 340G",'/products/tooba-garlic-sauce-340gram',sauce,$2.99
"Mint Sauce Thick, Fountain 250ml",'/products/think-mint-sauce',sauce,$2.45
"SCHEZWAN SAUCE, CHING'S",'/products/chings-secret-schezwan-sauce-stir-fry',sauce,$3.50
CHILLI GARLIC SAUCE PATTU 500G,'/products/chilli-garlic-pattu-500g',sauce,$4.25
TOMATO KETCHUP MAGGI 500ML,'/products/rich-tomato-ketchup-maggi-500ml',sauce,$4.50
"PEPPER SAUCE, TABASCO, 60ML",'/products/pepper-sauce-tabasco-60ml',sauce-1,$4.60
"MINT CHUTNEY, MITCHELL’S, 350G",'/products/mint-chutney-mitchell-s-350g',sauce-1,$3.99
"STEAK SAUCE, FOUNTAIN, 250ML",'/products/steak-sauce-fountain-250ml',sauce-1,$2.85
"BARBECUE SAUCE, MASTERFOODS, 500ML",'/products/barbecue-sauce-masterfoods-500ml',sauce-1,$3.50
"GARLIC SAUCE, TOOBA 340G",'/products/tooba-garlic-sauce-340gram',sauce-1,$2.99
"Mint Sauce Thick, Fountain 250ml",'/products/think-mint-sauce',sauce-1,$2.45
"SCHEZWAN SAUCE, CHING'S",'/products/chings-secret-schezwan-sauce-stir-fry',sauce-1,$3.50
CHILLI GARLIC SAUCE PATTU 500G,'/products/chilli-garlic-pattu-500g',sauce-1,$4.25
TOMATO KETCHUP MAGGI 500ML,'/products/rich-tomato-ketchup-maggi-500ml',sauce-1,$4.50
"Sella Rice, Afghan Valley 5kg",'/products/sella-rice-afghan-valley',sella-rice,$15.99
"INDIA GATE GOLDEN SELLA RICE, 5KG",'/products/india-gate-golden-sella-rice-5kg',sella-rice,$17.50
DAAWAT SELLA BASMATI RICE 5KG,'/products/daawat-goldensella-basmati-rice-5kg',sella-rice,$16.99
"Semolina Fine ( Sooji), Uttam 900g",'/products/semolina-fine-sooji-uttam-1kg',semolina,$3.99
"Semolina Coarse ( Sooji), Uttam 900g",'/products/semolina-coarse-sooji-uttam-1kg',semolina,$3.99
"Semolina Fine ( Sooji), Pattu 1kg",'/products/semolina-fine-1kg',semolina,$3.99
"Semolina Coarse ( Sooji), Pattu 1kg",'/products/semolina-course-pattu-1kg',semolina,$3.99
NIRAPARA UPPUMA RAVA 1KG,'/products/nirapara-uppuma-rava-1kg',semolina,$3.75
"CHICKEN CURRY MASALA, MDH, 100G",'/products/chicken-curry-masala-mdh-100g',shan,$2.75
"DRIED FENUGREEK LEAVES (KASURI MITHI), PARSRAM, 100G",'/products/dried-fenugreek-leaves-kasuri-mithi-parsram-100g',shan,$3.50
"CHAAT MASALA,  SHAN, 100G",'/products/chaat-masala-shan-200g',shan,$1.90
HALEEM MIX (EASY COOK) SHAN 300G,'/products/haleem-mix-easy-cook-shan-300g',shan,$2.95
"KARAHI GOSHT MASALA, MDH, 100G",'/products/karahi-gosht-masala-mdh',shan,$2.75
"SABJI MASALA, MANGAL, 62.5 g",'/products/sabji-masala',shan,$1.90
"HUNTER BEEF MIX, SHAN, 150G",'/products/hunter-beef-curing-mix-shan-150g',shan,$1.99
FENUGREEK LEAVES SHAN 50G,'/products/fenugreek-leaves-shan-50g',shan,$1.99
"ACHAR GOSHT MIX, SHAN, 50G",'/products/achar-gosht-mix-shan-50g',shan,$1.90
VICCO TURMERIC CREAM 70G,'/products/vicco-turmeric-cream-70g',skin-care,$9.95
VICCO TURMERIC CREAM 50G,'/products/vicco-turmeric-cream-50g',skin-care,$6.25
ROSE WATER 250ML AHMED,'/products/rose-water-250ml-ahmed',skin-care,$3.50
ROGHAN BADAM SHIRIN OIL 100ML,'/products/roghan-badam-shirin-oil-100ml',skin-care,$10.99
FAIR & LOVELY AYURVEDIC CARE 50G,'/products/fair-lovely-ayurvedic-care-50gram',skin-care,$6.75
"HOT CHANACHUR, BANOFUL, 350G",'/products/hot-chanachur-banoful-350g',snacks-bikaji,$4.50
"FRIED PEAS, BANOFUL, 30G",'/products/fried-peas-banoful-30g',snacks-bikaji,$0.75
"ROUND RICE MURUKKU, BAKEMILL, 150 G",'/products/round-rice-murukku-bakemill-150-g',snacks-bikaji,$3.50
"PIECE RICE MURUKKU, BAKEMILL, 125 G",'/products/piece-rice-murukku-bakemill-125-g',snacks-bikaji,$3.50
"TOMATO CHILLI MIXTURE, BAKEMILL, 320 G",'/products/tomato-chilli-mixture-bakemill-320-g',snacks-bikaji,$3.99
"EXTRA HOT MIXTURE, BAKEMILL, 320 G",'/products/extra-hot-mixture-bakemill-320-g',snacks-bikaji,$4.50
"ALOO BHUJIA, BIKAJI, 1 KG",'/products/aloo-bhujia-bikaji-1-kg',snacks-bikaji,$9.99
BIKAJI KOLKATA CHANACHUR 1KG,'/products/bikaji-kolkata-chanachur-1kg',snacks-bikaji,$9.99
BIKAJI BIKANERI BHUJIA 1 KG,'/products/bikaji-bikaneri-bhujia-1-kg',snacks-bikaji,$9.99
Haldiram's Khatta Meetha Mix 1kg,'/products/haldiram-khatta-mitha-mix-1kg',snacks-haldiram,$11.99
HALDIRAM'S KASHMIRI MIX 1KG,'/products/haldiram-kashmiri-mix-1kg',snacks-haldiram,$12.99
Haldiram's Bhujia 400g,'/products/bhujia-haldiram-400g',snacks-haldiram,$4.99
Haldiram's Bhujia 1kg,'/products/bhujia-1kg-haldiram',snacks-haldiram,$11.00
Haldiram's Bhelpuri 1kg,'/products/bhelpuri-1kg-haldiram',snacks-haldiram,$11.00
Haldiram's Aloo Bhujia 400g,'/products/aloo-bhujia-haldiraam-400g',snacks-haldiram,$4.99
Haldiram's Aloo Bhujia 1kg,'/products/aloo-bhujia-1kg-haldiram',snacks-haldiram,$11.00
Haldiram's Nut Cracker 400g,'/products/nut-cracker-haldiram-400g',snacks-haldiram,$5.99
Haldiram's Khatta Meetha 400g,'/products/khatta-meetha-haldiram-400g',snacks-haldiram,$4.99
Kemchho Soya Stick 150g,'/products/soya-stick-kemchho-150g',snacks-kemchho,$2.25
Kemchho Moong Dal 270g,'/products/moong-dal-kemchho-270g',snacks-kemchho,$2.99
Kemchho Nylon Chevda 270g,'/products/kemchho-nylon-chevda270gram',snacks-kemchho,$2.99
Kemchho Mung Dal 270g,'/products/kemchho-mung-daal-270gram',snacks-kemchho,$2.99
Kemchho Diet Bhel 270g,'/products/kemchho-diet-bhel-270gram',snacks-kemchho,$2.99
Malabar Treats  Andhra Mixtures 400g,'/products/andhra-mixture-400g-malabar-treats',snacks-others,$4.75
INSTANT DELIGHT CASHEW MIXTURE 400 G,'/products/instant-delight-karaseva-400-g',snacks-others,$6.50
INSTANT DELIGHT KARASEVA 250 G,'/products/instant-delight-karaseva-250-g',snacks-others,$3.75
Instant Delight HAND MURUKKU 200g,'/products/instant-delight-hand-murukku-400g',snacks-others,$3.99
SABRINI BOONDI 500G,'/products/sabrini-boondi-500g',snacks-others,$5.50
INDYA PEANUT BRITTLE (GAJAK) 400G,'/products/indya-peanut-brittle-gajak-400g',snacks-others,$6.99
Uttam Roasted Chana without skin 500g,'/products/uttam-roasted-chana-without-skin-500g',snacks-others,$5.00
MAHABALESHWAR ROASTED CHANA WITH SKIN INDYA 500GM,'/products/mahabaleshwar-roasted-chana-with-skin-indya-500gm',snacks-others,$5.50
ROASTED GRAM (DALIA) INDYA 1 KG,'/products/roasted-gram-dalia-indya-1-kg',snacks-others,$9.99
MEDIMIX AYURVEDIC SOAP 75G,'/products/medimix-ayurvedic-soap',soaps,$1.99
IMPERIAL LEATHER SOAP 4X 100G,'/products/imperial-leather-soap-4x-100g',soaps,$4.99
DOVE PURE SENSITIVE,'/products/dove-pure-sensitive',soaps,$3.80
CHANDRIKA SOAP 75G,'/products/chandrika-soap-75g',soaps,$1.99
"CHANDRIKA SOAP, 3pk",'/products/chandrika-soap',soaps,$5.95
SANTOOR SOAP 100G X 4,'/products/santoor-soap-100g-x-4',soaps,$5.50
SANTOOR SOAP 100G,'/products/santoor-soap',soaps,$1.99
MYSORE SANDAL SOAP 150G x 3pk,'/products/mysore-sandal-soap-450g',soaps,$7.50
MYSORE SANDAL SOAP 150G,'/products/mysore-sandal-soap-150g',soaps,$2.95
"ICE COLA, L.A, 475ML",'/products/ice-cola-l-a-475ml',soft-drinks,$2.00
"LEMON SODA, PUB SQUASH, 475 ML",'/products/lemon-soda-pub-squash-475-ml',soft-drinks,$2.00
"CEDA CLASSIC CREAMING SODA, 475 ML",'/products/ceda-classic-creaming-soda-475-ml',soft-drinks,$2.00
"CEDA ORANGE CREAMING SODA, 475 ML",'/products/ceda-orange-creaming-soda-475-ml',soft-drinks,$2.00
"CEDA PASSION CREAMING SODA, 475 ML",'/products/ceda-passion-creaming-soda-475-ml',soft-drinks,$2.00
"CEDA LIME CREAMING SODA, 475 ML",'/products/ceda-lime-creaming-soda-475-ml',soft-drinks,$2.00
"APPLE JUICE, BERRI, 2L",'/products/apple-juice-berry-2l',soft-drinks,$5.50
ORANGE JUICE BERRY 2L,'/products/orange-juice-berry',soft-drinks,$5.50
COCA-COLA CLASSIC  375ml,'/products/coca-cola-classic-375ml-1',soft-drinks,$2.50
"Sona Masuri Rice, Pattu 10kg",'/products/sona-masuri-rice-pattu-10kg',sona-masuri-rice,$22.99
"Sona Masuri Rice, Pattu, 5kg",'/products/sona-masuri-pattu-5kg',sona-masuri-rice,$11.99
"DARK SOY SAUCE, CHING'S 210G",'/products/dark-soy-sauce-ching-210g',soya-sauce,$1.50
"SOYA CHUNKS, INDYA, 200G",'/products/soya-chunks-indya-200g',soya-wadi,$3.50
SOYA WADI UTTAM 200G,'/products/soya-wadi-uttam-200g',soya-wadi,$3.99
SOYA WADI 500G UTTAM,'/products/soya-wadi-500g-uttam',soya-wadi,$5.99
"SOYA WADI, PATTU, 500G",'/products/soya-wadi-500g-pattu',soya-wadi,$4.99
SOYA WADI 200G PATTU,'/products/soya-wadi-200g-pattu',soya-wadi,$2.99
SOYA GRANULES 200G PATTU,'/products/soya-granules-200g-pattu',soya-wadi,$1.95
SOYA CHUNKS 400G INDYA,'/products/soya-chunks-400g-indya',soya-wadi,$4.50
SOYA CHAAP SHANDAAR FOODS 800G,'/products/soya-chaap-shandaar-foods-800g',soya-wadi,$5.95
"Punjabi Wadi Shandaar, 400g",'/products/shandaar-punjabi-wadi',soya-wadi,$5.50
Garam Masala Uttam 200g,'/products/garam-masala-uttam-200g',spice-pouch,$4.50
GARAM MASALA WHOLE UTTAM 100G,'/products/garam-masala-whole-uttam-100g',spice-pouch,$3.99
Cumin Seeds Uttam 500g,'/products/cumin-seeds-uttam-500g',spice-pouch,$6.95
"MUSTARD SEEDS, UTTAM, 500G",'/products/mustard-seeds-uttam-500g',spice-pouch,$5.99
"STAR ANISE, UTTAM, 100G",'/products/star-anise-uttam-100g',spice-pouch,$4.50
"CHILLI POWDER MILD, UTTAM, 200G",'/products/chilli-powder-mild-uttam-200g',spice-pouch,$3.50
"RED CHILLI POWDER HOT, PATTU, 200G",'/products/red-chilli-powder-hot-pattu-200g',spice-pouch,$3.50
"CHILLI POWDER KASHMIRI, PATTU, 100G",'/products/chilli-powder-kashmiri-pattu-100g',spice-pouch,$2.30
"AJWAIN SEEDS, JK, 200G",'/products/ajwain-seeds-jk-200g',spice-pouch,$3.99
"NUTELLA HAZELNUT SPREAD, FERRERO, 400G",'/products/nutella-hazelnut-spread-400g',spreads,$5.99
"VEGETABLE EXTRACT SPREAD, PROMITE, 290G",'/products/promite',spreads,$4.50
NUTELLA MINI JAR 25G,'/products/nutella-mini-jar',spreads,$2.00
"Cream Cheese Spread, Kraft 250g",'/products/kraft-cream-cheese-spread-250g',spreads,$4.00
HAZELNUT CHOCOLATE SPREAD 400G,'/products/hazelnut-chocolate-spread-400g',spreads,$5.95
VEGEMITE 220G,'/products/vegemite-220g',spreads,$4.50
"Peanut Butter Smooth, Bega, 375g",'/products/sanitarium-smooth-peanut-butter-375g',spreads,$5.25
"Peanut Butter Crunchy, Bega  375g",'/products/sanitarium-crunchy-peanut-butter-375g',spreads,$4.15
NUTELLA HAZELNUT SPREAD 220G,'/products/nutella-hazelnut-sprd-220g',spreads,$4.75
"VEGETABLE STOCK, CAMPBELL'S 1L",'/products/real-stock-vegetable',stock-gravy,$4.50
"CHICKEN STOCK, CAMPBELL'S 1L",'/products/real-stock-chicken',stock-gravy,$4.50
"BEEF STOCK, CAMPBELL'S 1L",'/products/real-stock-beef',stock-gravy,$4.50
FISH STOCK CAMPBELL'S 500ML,'/products/real-fish-stock-campbells-500ml',stock-gravy,$2.45
"COCONUT SUGAR, CSR, 250G",'/products/coconut-sugar-csr-250g',sugar-salt,$4.25
"COOKING SEA SALT, OLSSON’S, 1KG",'/products/cooking-sea-salt-olsson-s-1kg',sugar-salt,$2.50
"AASHIRVAAD IODISED SALT, 1 KG",'/products/aashirvaad-iodised-salt-1-kg',sugar-salt,$1.75
"COOKING SALT, SAXA, 1 KG",'/products/cooking-salt-saxa-1-kg',sugar-salt,$2.50
"WHITE SUGAR, BUNDABERG, 1KG",'/products/white-sugar-bundaberg-1kg',sugar-salt,$2.50
TATA SALT 1KG,'/products/tata-salt-1kg',sugar-salt,$1.55
"SINDHAV SALT (FASTING SALT), UTTAM, 100G",'/products/sindhav-salt-fasting-salt-100g-uttam',sugar-salt,$1.45
SAXA SALT TABLE 750G,'/products/saxa-salt-table-750g',sugar-salt,$4.25
SAKARIYA 400G SPARK,'/products/sakariya-400g-spark',sugar-salt,$2.95
"MIX SWEETS PACK, 250G",'/products/mix-sweets-pack-250g',sweets,$7.50
Haldiram's Soan Papdi 250g,'/products/soan-papdi-haldirams-250g',sweets,$3.99
Bikaji Soan papdi 200g,'/products/soan-papdi-200gm-bikaji',sweets,$3.99
Bikaji Patisa 400g,'/products/patisa-400g-bika-ji',sweets,$6.95
MOTICHUR LADDU 250G PACK,'/products/motichur-laddu-250g-pack',sweets,$7.50
JALEBI 300G PACK,'/products/jalebi-300g-pack',sweets,$7.50
GRB GHEE MYSORE PAK 250G,'/products/grb-ghee-mysore-pak-250g',sweets,$8.50
Bikaji Soan Papdi 500g,'/products/bikaji-soan-papdi-500g',sweets,$5.25
Bikaji Dry Petha 400g,'/products/bika-ji-dry-petha',sweets,$6.75
TACO SHELLS 156G,'/products/taco-shells-156g',taco,$4.25
"TAMARIND CAKE, INDYA, 500G",'/products/tamarind-cake-indya-500g',tamarind,$4.99
TAMARIND MAYIL 1KG,'/products/tamarind-mayil-1kg',tamarind,$8.50
TAMARIND NIRAPARA 500G,'/products/tamarind-nirapara-500g',tamarind,$4.50
TAMARIND MAYIL 500G,'/products/tamarind-mayil-500g',tamarind,$4.50
TAMARIND CONCENTRATE 454G (TAMICON),'/products/tamarind-concentrate-454g-tamicon',tamarind,$4.25
TAMARIND PASTE MOTHER'S RECIPE 320G,'/products/tamarind-paste-mothers-recipe-320g',tamarind,$3.95
TAMARIND CONCENTRATE 227G (TAMICON),'/products/tamarind-concentrate-227g-tamicon',tamarind,$2.99
TAMARIND EASTERN 200G,'/products/tamarind-eastern-200g',tamarind,$2.50
TATA TEA PREMIUM 1KG,'/products/tata-tea-premium-1kg',tea-coffee,$11.95
TAPAL FAMILY MIXTURE 900G,'/products/tapal-family-mixture-900g',tea-coffee,$14.99
TETLEY NATURAL GREEN TEA 50 TEA BAGS,'/products/tetley-natural-green-tea-50-tea-bags',tea-coffee,$4.50
TETLEY DECAF GREEN TEA 50 TEA BAGS,'/products/tetley-decaf-green-tea-50-tea-bags',tea-coffee,$4.50
LIPTON PURE GREEN TEA 50 tea bags,'/products/lipton-pure-green-tea-50-tea-bags',tea-coffee,$5.15
JOHAR JOSHANDA NATURAL HERBAL TEA BAGS 30PK,'/products/johar-joshanda-natural-herbal-tea',tea-coffee,$8.50
WAGH BAKRI PREMIUM TEA 500G,'/products/wagh-bakri-premium-tea-500g',tea-coffee,$7.45
WAGH BAKRI PREMIUM TEA 1KG,'/products/wagh-bakri-premium-tea-1kg',tea-coffee,$15.99
WAGH BAKRI MASALA CHAI 250G,'/products/wagh-bakri-masala-chai-250g',tea-coffee,$5.75
WHITE KING TOILET GEL,'/products/white-king-toilet-gel',toilet-cleaners,$5.75
TOILET BOWL CLEANER B&G,'/products/toilet-bowl-cleaner-b-g',toilet-cleaners,$2.95
HARPIC 450ML,'/products/harpic-450ml',toilet-cleaners,$4.75
CLEAN FREAK 900ML COMM CO,'/products/clean-freak-900ml-comm-co',toilet-cleaners,$4.25
BLUE ACTIVE CHLORINE BREF,'/products/blue-active-chlorine-bref',toilet-cleaners,$3.99
"ALOEVERA  FACIAL TISSUES,ALLURE, 95 SHEETS",'/products/aloevera-facial-tissues-allure-95-sheets',toilet-rolls,$2.50
"PAPER TOWEL, ALLURE, 2PK",'/products/paper-towel-2s-allure',toilet-rolls,$3.50
KLEENEX TOILET TISSUE 9 ROLLS,'/products/kleenex-toilet-tissue-9-rolls',toilet-rolls,$7.50
"TOILET ROLL, KLEENEX, 4 PK",'/products/kleenex-4-rolls-toilet-tissue',toilet-rolls,$4.50
"TOILET ROLLS, BLACK & GOLD, 2ply 4PK",'/products/black-and-gold-toilet-tissue-4pk',toilet-rolls,$3.99
"TOILET ROLLS, BLACK & GOLD, 2ply 12PK",'/products/black-gold-toilet-rolls-12pk',toilet-rolls,$9.00
TOMATO KETCH UP PATTU 500G,'/products/tomato-ketch-up-pattu-500g',tomato-sauce,$4.25
ROASTED VERMICELLI MTR 900G,'/products/roasted-vermicelli-mtr-900-g',vermicelli,$5.50
VERMICELLI ROASTED AHMED 150G,'/products/vermicelli-roasted-ahmed-foods',vermicelli,$1.99
VERMICELLI BAMBINO 350G,'/products/vermicelli-350g-bambino',vermicelli,$2.50
ROASTED VERMICELLI SHAN 150G,'/products/roasted-vermicelli-shan-150g',vermicelli,$1.99
ROASTED VERMICELLI BAMBINO 350G,'/products/roasted-vermicelli-bambind',vermicelli,$2.50
"LASHCHA SHEMAI ( Vermicelli) , Banoful 200g",'/products/lashcha-shemai',vermicelli,$2.50
LACHCHA FRIED VERMICELLI PHENY 15OG AHMED,'/products/lachcha-fried-vermicelli-pheny-16o-gm-ahmed-foods',vermicelli,$3.50
"Roasted Vermicelli, Double Horse 200g",'/products/double-horse-roasted-vermicelli-500g',vermicelli,$2.99
BALSAMIC VINEGAR CORNWELL'S 500ML,'/products/balsamic-vinegar-500ml-cornwellis',vinegars,$4.75
BALSAMIC VINEGAR COMMUNITY CO 500ML,'/products/balsamic-vinegar-500ml-community-co',vinegars,$4.75
"APPLE CIDER VINEGAR, CORNWELL'S 750ML",'/products/apple-cidar-vinegar',vinegars,$3.55
WHITE VINEGAR 750 ML CORNWELL'S,'/products/white-vinegar-750-ml-cornwellis',vinegars,$3.25
WHITE VINEGAR 2 LITRE CORNWELL'S,'/products/white-vinegar-2-litre-cornwellis',vinegars,$5.99
RED WINE VINEGAR 500ML CORNWELL'S,'/products/red-wine-vinegar-500ml-cornwellis',vinegars,$4.75
NUTRO STRAWBERRY WAFERS 75G,'/products/nutro-strawberry-wafers-75g',wafers,$1.50
NUTRO CHOCOLATE WAFERS 75G,'/products/nutro-chocolate-wafers-75g',wafers,$1.50
Cadbury Choco chip cookies 156g,'/products/cookies-choco-chip-cadbury-156g',wafers,$4.00
COOL RIDGE WATER 600ML,'/products/cool-ridge-water-600ml',water,$2.50
WATER 600ML,'/products/water-600ml',water,$2.00
SPRING WATER 600MLX12 COMM CO,'/products/spring-water-600mlx12-comm-co',water,$8.95
SANTA VITTORIA WATER 1.5 L,'/products/santa-vittoria-water-1-5-l',water,$4.00
PURE SPRING WATER 600ML,'/products/pure-spring-water-600ml',water,$2.00
NU PURE SPRING WATER 24 X600ML,'/products/nu-pure-spring-water-24-x600ml',water,$9.99
NATURAL SPRING WATER 1.5L,'/products/natural-spring-water-1-5l',water,$4.00
NATURAL MINERAL WATER 1.1L SCHEWEPPES,'/products/natural-mineral-water-1-1l-scheweppes',water,$3.00
MOUNT FRANKLIN WATER 500ML,'/products/mount-franklin-water-500ml',water,$2.00
AASHIRVAAD Atta ( wheat flour)10kg,'/products/aashirvaad-whole-wheat-10kg',wheat-flours,$18.00
"Whole Wheat Atta, Grewal, 10kg",'/products/grewal-100-whole-wheat-atta-10kg',wheat-flours,$13.00
PILSBURY GOLD ATTA 10KG,'/products/pilsbury-gold-atta-10kg',wheat-flours,$19.99
PILSBURY CHAKKI ATTA 5KG,'/products/pilsbury-chakki-atta-5kg',wheat-flours,$10.99
PILLSBURY chakki atta ( wheat flour) 10kg,'/products/pillsbury-chakki-atta-10kg',wheat-flours,$16.99
Grewal Chakki Atta 10kg,'/products/grewal-wheat-flour-10kg',wheat-flours,$12.00
GREWAL CHAKKI ATTA 5KG,'/products/grewal-chakki-atta-5kg',wheat-flours,$7.25
CHAKKI ATTA PILSBURY 1KG,'/products/chakki-atta-pilsbury-1kg',wheat-flours,$2.99
Ashirvaad wheat flour (Atta) 5kg,'/products/aashrivaad-whole-wheat-atta-5kg',wheat-flours,$8.99
"Medium Grain White rice, Sunrice 5kg",'/products/medium-grain-white-rice-sunrice-5kg',white-rice,$16.99
"Long Grain White Rice, Black & Gold 2kg",'/products/long-grain-rice-b-g-2kg',white-rice,$4.50
PURE POOJA COTTON WICKS,'/products/pure-pooja-cotton-wicks',wicks-diya,$1.25
BRASS PANCH DIYA AARTI,'/products/brass-panch-diya-aarti',wicks-diya,$14.99
RADHE JYOT BATTI,'/products/radhe-jyot-batti',wicks-diya,$1.99
KUMKUM WICKS 200PC,'/products/kumkum-wicks-200pc',wicks-diya,$3.99
JYOT BATTI,'/products/jyot-batti',wicks-diya,$1.00
TULSI DIYA,'/products/tulsi-diya',wicks-diya,$3.59
"RAW MITTI YUM DIYA 5"""" DIA",'/products/raw-mitti-yum-diya-5-dia',wicks-diya,$2.23
PLAIN EARTHEN DIYA 6PK,'/products/plain-earthen-diya-6pk',wicks-diya,$2.99
PLAIN CLAY DIYA MEDIUM,'/products/plain-clay-diya-medium',wicks-diya,$1.32
YOGHURT SHREE GANESHA 5KG,'/products/yoghurt-sai-shree-5kg',yoghurt,$15.00
YOGHURT SAI SHREE 2KG,'/products/yoghurt-sai-shree-2kg',yoghurt,$9.00
YOGHURT SAI SHREE 1KG,'/products/yoghurt-sai-shree-1kg',yoghurt,$5.50
YOGHURT 2KG SHREE GANESHA,'/products/yoghurt-2kg-shree-ganesha',yoghurt,$8.50
YOGHURT 1KG SHREE GANESHA,'/products/yoghurt-1kg-shree-ganesha',yoghurt,$5.00
SHARMA KITCHEN YOGHURT 2KG,'/products/sharmas-yoghurt-2kg',yoghurt,$9.30
SHARMA KITCHEN YOGHURT 1KG,'/products/sharmas-yoghurt-1kg',yoghurt,$6.00
NATURAL POT SET YOGHURT FU 200G,'/products/natural-pot-set-yoghurt-200g',yoghurt,$2.30
CHRIS'  GREEK STYLE YOGHURT 1KG,'/products/chris-authentic-greek-style-yoghurt-thick-and-creamy-1kg',yoghurt,$6.00
