cu,pb,zn,fe,p,ag,as,o,sb,te,ni,bi,cd,sn,s,mn,zr,mg,co,al,be,cr,si,ti,ca,li,b,c,nb,se,thermal_conductivity
80,0.05,19,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81
69,0.07,30.988,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70
69,0.05,30.86,0.05,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70
68.5,0.07,31.38,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70
66.25,0.09,33.61,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67
65.75,0.09,34.09,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67
63.5,0.07,36.36,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67
62.5,0.07,37.6,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67
62.5,0.25,36.9,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67
61,0.09,38.84,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71
60,0.09,35,0.35,0,0,0,0,0.8,0,0,0,0,0,0.25,0.2,0.1,0,0,0,0,0,0,0.1,0,0,0.1,0.1,0,0,67
59,0.25,40.4,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58
89,1.9,8.3,0.1,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104
89,1.9,0,0.1,0.07,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81
84.5,1.85,13.4,0.1,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90
67,0.475,32.45,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67
66.5,2,31.43,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67
63.5,0.475,34.975,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67
63.5,2,34.65,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67
61.5,1.4,36.95,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67
61.5,2,36.35,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67
63.5,1.15,35.2,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67
61.75,2.5,35.615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65
62,3.25,33.32,0.4,0.125,0,0,0,0,0,0.3,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.3
61.5,2.5,35.85,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67
61.5,2.75,35.4,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67
61.5,3.4,34.75,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67
61.5,4,34.35,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67
59.5,0.45,39.65,0.15,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71
59.5,0.45,39.59,0.15,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71
59.5,0.45,39.59,0.15,0.06,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71
60.5,1.15,38.2,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69
60,0.6,39.25,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69
59.5,2,38.2,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69
57,2,40.65,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71
97,0.05,2.65,0.05,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.8
95,0.05,3.9,0.05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95
95,0.05,2.9,0.05,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92
95.5,0.05,2.16,0.1,0.034,0,0,0,0,0,0.15,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82
94,0.02,3.5,0,0.05,0,0,0,0,0,0.3,0,0,1.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.1
95.5,0.05,3.2,0.125,0.1,0,0,0,0,0,0.125,0,0,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75
95,0.05,2.81,0.03,0.03,0,0,0,0,0,0.125,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80
90.5,0.05,9.45,0.05,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75
90.5,0.05,8.64,0.125,0.18,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
88.5,0.05,10.96,0.03,0.06,0,0,0,0,0,0.8,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80
91,0.09,8.86,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77
91,0.09,7.16,0.05,0,0,0,0,0,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71
60.5,0.2,38.45,0.1,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67
60.5,0.2,38.51,0.1,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67
60.85,0.25,36.7,0.1,0.1,0,0,0,0.1,0,0.5,0,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.6
60.5,0.7,38.05,0.1,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67
60.5,1.75,36.9,0.1,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67
60.5,2,36.975,0.4,0.375,0,0,0,0,0,0.3,0,0,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.3
61.5,1.25,0,0.3,0.135,0,0,0,0,0,0.55,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.3
86.25,0.09,14.5,0.3,0.1,0,0,0,0,0,0.3,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92
59.5,0.09,37.509,0.5,0,0,0,0,0,0,0,2.1,0.01,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.7
65.67,0.005,0,0.75,0.005,0,0,0,0,0,30.5,0,0,0,0.005,0.75,0.1,0,0.05,0,0,1.75,0.3,0.09,0,0,0.001,0.02,0,0,13.3
80.14,0.05,1,0.75,0,0,0,0,0,0,16.5,0,0,0,0,1,0,0,0,0,0,0.5,0.03,0.03,0,0,0,0,0,0,19.9
87.1,0.05,0.5,0.6,0,0,0,0,0,0,9.25,0,0,2.3,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31
87.1,0.05,0.5,0.6,0,0,0,0,0,0,9.25,0,0,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31
87.19,0.01,0.1,0.1,0,0,0,0,0,0,7.5,0,0,5,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.27
86.18,0.02,0.5,0.5,0,0,0,0,0,0,7.5,0,0,5,0,0.15,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,31.7
79.95,0.005,1,0.5,0.0005,0,0,0,0.02,0,10,0.001,0,7,0.0025,0,0,0.75,0,0.1,0,0,0.05,0.01,0,0,0.001,0,0.2,0,31.7
75.43,0.02,0.5,0.5,0,0,0,0,0,0,15,0,0,8,0,0.3,0,0.15,0,0,0,0,0,0,0,0,0,0,0.1,0,17
72,0.09,9.16,0.25,0,0,0,0,0,0,18,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
64,0.05,32.9,0.05,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67
65,0.09,24,0.25,0.25,0,0,0,0,0,10,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
64.5,0.05,16.7,0.25,0,0,0,0,0,0,18,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
59,0.09,0,0.1,0.1,0,0,0,2.3,0,0.3,0,0.0075,0.5,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0.045,45.5
60,0.17,37.94,0.3,0.085,0,0,0,0,0,0,0.9,0.001,0.5,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0.2,45.5
59,0.09,36.8,0.1,0,0,0,0,0.5,0,0.3,1.5,0.0075,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0.2,45.5
62,0.09,21.17,0.12,0.09,0,0,0,0.6,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,48.7
66,0.09,31,0.1,0,0,0,0,0,0,0,1,0,1.25,0,0.1,0,0,0,0,0,0,1.5,0,0,0,0.001,0,0,0,32.9
66,0.09,31,0.1,0,0,0,0,0,0,0,1,0,1.25,0,0.1,0,0,0,0,0,0,1.5,0,0,0,0.001,0,0,0,131
66,0.09,31,0.1,0,0,0,0,0,0,0,1,0,1.25,0,0.1,0,0,0,0,0,0,1.5,0,0,0,0.001,0,0,0,158
66,0.09,31,0.1,0,0,0,0,0,0,0,1,0,1.25,0,0.1,0,0,0,0,0,0,1.5,0,0,0,0.001,0,0,0,120
97.87,0.05,0.3,0.12,0.18,0,0,0,0,0,0.12,0,0,1.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130
97.87,0.05,0.3,0.12,0.18,0,0,0,0,0,0.12,0,0,1.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116.2
97.87,0.05,0.3,0.12,0.18,0,0,0,0,0,0.12,0,0,1.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.5
97.87,0.05,0.3,0.12,0.18,0,0,0,0,0,0.12,0,0,1.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87
94.36,0.05,0.3,0.1,0.19,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
93.92,0.05,0.3,0.125,0.18,0,0,0,0,0,0.125,0,0,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
95.16,0.05,0.3,0.1,0.19,0,0,0,0,0,0,0,0,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.4
95.02,0.05,0.3,0.125,0.18,0,0,0,0,0,0.125,0,0,8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52
89.14,3.5,3,0.1,0.25,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50
91.93,0.02,0.2,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.25,0,0,0.1,0,0,0,0,0,0,0,40
80,0,0.3,3,0,0,0,0,0,0,4.75,0,0,0.2,0,1.5,0,0,0,10,0,0,0.25,0,0,0,0,0,0,0,22.6
89.71,0.05,0.5,0.3,0,0,0.09,0,0,0,0.25,0,0,0.2,0,0.1,0,0,0,6.95,0,0,1.85,0,0,0,0,0,0,0,26
77.5,0.07,20.18,0.06,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,2.15,0,0,0,0,0,0,0,0,0,0,58
70,0.08,25.59,0.1,0.125,0,0,0,0.1,0,0.2,0,0,0.3,0,1.3,0,0,0,0,0,0,2.2,0,0,0,0,0,0,0,48
70,0.08,0,0.1,0.125,0,0,0,0.1,0,0.2,0,0,0.3,0,1.3,0,0,0,0,0,0,2.2,0,0,0,0,0,0,0,48
66.25,0.05,1,0.7,0,0,0,0,0,0,31,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
79.89,0.05,1,0.75,0,0,0,0,0,0,16.5,0,0,0,0,1,0,0,0,0,0,0.5,0.03,0.03,0,0,0,0,0,0,19.9
79.93,0.005,1,0.5,0.005,0,0,0,0.02,0,10,0.001,0,8,0.0025,0.17,0,0.001,0,0.1,0,0,0.05,0.01,0,0,0.001,0,0.01,0,31.7
74.25,0.05,20,0.1,0,0,0,0,0,0,5,0,0,0.1,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.2
64,0.1,20.15,0.25,0,0,0,0,0,0,15,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
99.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226
66.5,1.4,26,0.35,0,0,0,0,0,0,5.25,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58
66.5,1.4,26,0.35,0,0,0,0,0,0,5.25,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42
66.5,1.4,26,0.35,0,0,0,0,0,0,5.25,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76
66.5,1.4,26,0.35,0,0,0,0,0,0,5.25,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73
66.5,1.4,26,0.35,0,0,0,0,0,0,5.25,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
66.5,1.4,26,0.35,0,0,0,0,0,0,5.25,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
99.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226
61,1.25,36,0.7,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.8,0,0,0.05,0,0,0,0,0,0,0,48.5
